"Date","Price","Open","High","Low","Vol.","Change %"
"07/20/2015","151.75","152.06","152.50","151.38","196.14K","-0.22%"
"07/17/2015","152.09","151.34","152.34","151.19","207.96K","0.50%"
"07/16/2015","151.34","150.66","151.62","150.00","233.13K","0.33%"
"07/15/2015","150.84","149.44","150.97","148.88","219.92K","0.88%"
"07/14/2015","149.53","148.59","149.66","148.53","206.83K","0.25%"
"07/13/2015","149.16","150.31","150.75","148.16","237.17K","0.05%"
"07/10/2015","149.09","151.09","151.12","149.03","323.56K","-1.65%"
"07/09/2015","151.59","154.25","154.66","151.09","326.90K","-1.64%"
"07/08/2015","154.12","152.91","154.72","152.88","280.54K","0.40%"
"07/07/2015","153.50","151.72","154.44","151.28","364.15K","0.95%"
"07/06/2015","152.06","151.94","152.09","152.09","297.60K","1.25%"
"07/03/2015","150.18","149.14","150.55","149.14","","0.66%"
"07/02/2015","149.19","148.75","149.91","147.81","238.73K","0.24%"
"07/01/2015","148.84","150.50","150.66","148.41","248.28K","-1.33%"
"06/30/2015","150.84","150.94","151.50","150.03","302.31K","-0.05%"
"06/29/2015","150.91","149.75","151.69","149.22","330.27K","2.27%"
"06/26/2015","147.56","149.25","149.50","147.34","237.26K","-1.34%"
"06/25/2015","149.56","149.91","150.06","148.88","230.25K","-0.19%"
"06/24/2015","149.84","148.84","149.97","148.78","228.48K","0.69%"
"06/23/2015","148.81","149.59","149.72","148.16","279.52K","-0.61%"
"06/22/2015","149.72","151.75","151.78","149.34","206.88K","-2.52%"
"06/19/2015","153.59","152.16","153.69","152.12","221.49K","1.55%"
"06/18/2015","151.25","152.47","153.31","150.78","3.40K","-0.86%"
"06/17/2015","152.56","153.00","153.25","151.09","1.10K","-0.25%"
"06/16/2015","152.94","152.09","153.12","152.00","0.75K","0.54%"
"06/15/2015","152.12","152.12","153.31","151.72","2.37K","0.08%"
"06/12/2015","152.00","151.97","153.22","151.50","0.91K","0.08%"
"06/11/2015","151.88","149.53","152.00","149.09","2.51K","1.61%"
"06/10/2015","149.47","150.12","150.38","149.03","1.51K","-0.79%"
"06/09/2015","150.66","151.53","152.00","149.88","2.25K","-0.59%"
"06/08/2015","151.56","151.25","152.00","151.09","0.90K","0.20%"
"06/05/2015","151.25","152.75","152.78","150.59","6.46K","-1.09%"
"06/04/2015","152.91","151.47","153.16","150.19","11.41K","1.10%"
"06/03/2015","151.25","153.50","153.56","150.88","12.42K","-1.34%"
"06/02/2015","153.31","155.16","155.41","153.03","15.91K","-1.07%"
"06/01/2015","154.97","156.53","157.00","154.72","28.94K","-1.41%"
"05/29/2015","157.19","156.25","157.38","156.22","56.16K","0.54%"
"05/28/2015","156.34","156.62","156.97","156.00","258.83K","-0.14%"
"05/27/2015","156.56","156.06","156.75","155.34","404.27K","0.22%"
"05/26/2015","156.22","154.12","156.34","153.91","467.21K","2.22%"
"05/25/2015","152.82","152.45","153.05","152.39","","0.25%"
"05/24/2015","152.44","152.61","152.61","152.41","","-0.87%"
"05/22/2015","153.78","154.12","154.91","153.47","240.71K","-0.41%"
"05/21/2015","154.41","152.78","154.47","152.59","243.30K","1.11%"
"05/20/2015","152.72","152.25","153.31","151.91","239.24K","-0.18%"
"05/19/2015","153.00","153.25","154.41","151.88","321.72K","-0.31%"
"05/18/2015","153.47","155.53","155.53","153.09","213.17K","-1.36%"
"05/15/2015","155.59","153.25","155.84","153.19","264.55K","1.69%"
"05/14/2015","153.00","152.19","153.56","151.88","345.56K","0.29%"
"05/13/2015","152.56","153.66","155.06","152.09","378.28K","-0.67%"
"05/12/2015","153.59","153.03","154.28","151.12","353.07K","0.26%"
"05/11/2015","153.19","156.03","156.66","152.81","246.86K","-1.94%"
"05/08/2015","156.22","155.75","157.38","155.31","309.59K","0.16%"
"05/07/2015","155.97","154.12","156.28","153.00","324.02K","1.08%"
"05/06/2015","154.31","155.88","156.16","153.84","298.45K","-1.12%"
"05/05/2015","156.06","156.50","157.31","155.38","293.09K","-0.46%"
"05/04/2015","156.78","157.69","158.16","156.44","213.11K","-0.53%"
"05/01/2015","157.62","158.94","159.81","157.44","179.78K","-1.23%"
"04/30/2015","159.59","159.78","160.03","158.25","339.04K","-0.18%"
"04/29/2015","159.88","159.88","161.16","158.69","348.60K","-0.98%"
"04/28/2015","161.47","162.75","163.03","160.59","229.25K","-0.84%"
"04/27/2015","162.84","162.78","163.28","161.94","147.94K","0.17%"
"04/24/2015","162.56","161.66","163.12","161.28","196.94K","0.33%"
"04/23/2015","162.03","161.41","162.38","161.06","265.14K","0.35%"
"04/22/2015","161.47","163.47","163.94","160.97","305.87K","-1.17%"
"04/21/2015","163.38","163.94","164.75","163.22","171.84K","-0.24%"
"04/20/2015","163.78","164.91","165.34","163.62","192.78K","-1.02%"
"04/17/2015","165.47","163.66","165.59","163.31","267.77K","0.82%"
"04/16/2015","164.12","164.41","164.94","163.09","290.54K","0.02%"
"04/15/2015","164.09","164.47","165.09","163.81","212.25K","-0.18%"
"04/14/2015","164.38","163.66","165.81","163.59","250.24K","0.56%"
"04/13/2015","163.47","163.47","163.94","162.59","164.22K","-0.02%"
"04/10/2015","163.50","163.19","164.38","163.00","171.30K","0.15%"
"04/09/2015","163.25","164.66","165.34","162.91","233.25K","-1.02%"
"04/08/2015","164.94","164.88","165.22","163.66","197.04K","0.19%"
"04/07/2015","164.62","163.94","164.97","163.59","165.01K","0.53%"
"04/06/2015","163.75","165.75","165.81","163.50","111.64K","-1.21%"
"04/03/2015","165.75","164.69","166.84","164.28","81.79K","0.72%"
"04/02/2015","164.56","166.00","166.66","164.28","171.39K","-0.75%"
"04/01/2015","165.81","164.03","166.34","163.56","230.48K","1.18%"
"03/31/2015","163.88","163.72","164.16","163.16","208.30K","0.25%"
"03/30/2015","163.47","164.06","164.34","163.25","147.18K","-0.57%"
"03/27/2015","164.41","162.84","164.47","162.53","205.30K","1.23%"
"03/26/2015","162.41","164.34","165.22","162.25","268.04K","-1.29%"
"03/25/2015","164.53","165.25","165.84","164.25","183.77K","-0.44%"
"03/24/2015","165.25","163.94","165.50","163.81","196.11K","0.74%"
"03/23/2015","164.03","164.22","164.50","163.66","155.53K","10.39%"
"03/20/2015","148.59","148.38","149.03","148.25","0.73K","0.42%"
"03/19/2015","147.97","149.31","149.31","147.56","3.10K","-0.13%"
"03/18/2015","148.16","147.44","148.44","146.56","3.02K","1.02%"
"03/17/2015","146.66","147.12","147.19","146.41","6.09K","0.56%"
"03/16/2015","145.84","146.09","146.47","145.72","4.59K","0.10%"
"03/13/2015","145.69","145.25","145.97","145.19","6.72K","0.00%"
"03/12/2015","145.69","145.78","146.59","145.28","8.06K","-0.02%"
"03/11/2015","145.72","145.28","146.03","144.81","11.38K","0.32%"
"03/10/2015","145.25","144.09","145.34","144.00","10.10K","0.74%"
"03/09/2015","144.19","144.19","144.34","143.44","18.61K","0.56%"
"03/06/2015","143.38","145.41","145.91","142.97","22.34K","-1.44%"
"03/05/2015","145.47","145.53","145.75","144.88","13.22K","0.09%"
"03/04/2015","145.34","145.22","145.66","145.00","33.70K","0.12%"
"03/03/2015","145.16","145.78","146.16","145.06","50.76K","-0.45%"
"03/02/2015","145.81","147.09","147.28","145.53","42.01K","-0.83%"
"02/27/2015","147.03","146.66","147.25","146.22","136.97K","0.15%"
"02/26/2015","146.81","146.75","147.78","146.47","525.23K","-0.05%"
"02/25/2015","146.88","146.25","147.06","145.97","671.61K","0.49%"
"02/24/2015","146.16","145.25","146.47","144.56","698.87K","0.56%"
"02/23/2015","145.34","144.16","145.41","144.09","324.29K","0.91%"
"02/20/2015","144.03","144.22","145.44","143.88","355.08K","-0.19%"
"02/19/2015","144.31","144.59","145.22","144.09","318.01K","-0.35%"
"02/18/2015","144.81","144.19","145.22","143.78","404.45K","0.50%"
"02/17/2015","144.09","145.56","146.12","143.94","418.14K","-1.13%"
"02/16/2015","145.74","145.06","145.76","144.93","","0.46%"
"02/15/2015","145.07","145.57","145.57","145.07","","-0.58%"
"02/13/2015","145.91","146.78","147.00","145.53","267.86K","-0.61%"
"02/12/2015","146.81","146.50","147.31","145.72","363.46K","-0.07%"
"02/11/2015","146.91","146.88","147.16","146.19","302.78K","0.02%"
"02/10/2015","146.88","147.12","147.34","146.59","281.89K","-0.48%"
"02/09/2015","147.59","147.62","148.28","146.97","254.04K","-0.05%"
"02/06/2015","147.66","148.75","149.69","147.03","479.68K","-0.82%"
"02/05/2015","148.88","150.12","150.59","148.72","309.50K","-0.37%"
"02/04/2015","149.44","149.12","150.38","148.56","380.03K","0.11%"
"02/03/2015","149.28","150.75","150.84","148.97","394.64K","-1.03%"
"02/02/2015","150.84","151.59","151.72","150.50","341.09K","-0.29%"
"01/30/2015","151.28","150.31","151.88","150.19","451.84K","0.58%"
"01/29/2015","150.41","151.09","151.38","149.91","357.94K","-0.52%"
"01/28/2015","151.19","149.56","151.56","149.31","378.13K","1.11%"
"01/27/2015","149.53","149.62","150.84","149.41","298.59K","-0.04%"
"01/26/2015","149.59","150.47","150.91","149.38","269.23K","-0.17%"
"01/23/2015","149.84","149.00","150.44","148.84","336.28K","0.90%"
"01/22/2015","148.50","148.81","149.88","147.38","537.98K","-0.40%"
"01/21/2015","149.09","150.09","150.59","148.66","454.66K","-0.50%"
"01/20/2015","149.84","149.38","150.66","149.12","334.71K","0.05%"
"01/19/2015","149.76","149.30","150.01","149.14","","0.29%"
"01/18/2015","149.32","149.39","149.39","149.30","","-0.14%"
"01/16/2015","149.53","150.84","151.31","149.19","424.92K","-0.37%"
"01/15/2015","150.09","149.03","151.22","148.34","500.29K","0.46%"
"01/14/2015","149.41","148.44","150.31","148.31","495.53K","0.53%"
"01/13/2015","148.62","148.34","149.12","147.72","465.82K","0.12%"
"01/12/2015","148.44","147.97","148.66","147.31","265.33K","0.62%"
"01/09/2015","147.53","146.84","148.06","146.59","444.36K","0.42%"
"01/08/2015","146.91","147.84","147.97","146.69","378.36K","-0.86%"
"01/07/2015","148.19","148.50","148.75","147.31","415.23K","0.02%"
"01/06/2015","148.16","146.91","149.25","146.88","576.43K","0.81%"
"01/05/2015","146.97","145.56","147.19","145.41","304.11K","1.01%"
"01/02/2015","145.50","144.34","145.94","143.97","256.84K","0.82%"
"01/01/2015","144.32","144.45","144.45","144.32","","-0.17%"
"12/31/2014","144.56","144.28","144.66","144.12","106.32K","0.19%"
"12/30/2014","144.28","144.03","144.69","143.91","120.89K","0.19%"
"12/29/2014","144.00","143.34","144.28","143.22","128.05K","0.43%"
"12/26/2014","143.38","143.25","143.72","143.06","53.55K","0.06%"
"12/25/2014","143.30","143.24","143.39","143.24","","0.10%"
"12/24/2014","143.16","142.88","143.28","142.34","84.14K","0.20%"
"12/23/2014","142.88","144.69","144.75","142.66","175.34K","-1.18%"
"12/22/2014","144.59","144.59","144.78","144.06","145.76K","-0.82%"
"12/19/2014","145.78","145.19","145.91","144.59","0.31K","0.41%"
"12/18/2014","145.19","146.44","146.88","144.88","7.90K","-0.66%"
"12/17/2014","146.16","147.34","147.56","146.09","2.30K","-0.72%"
"12/16/2014","147.22","146.69","148.00","146.50","4.59K","0.47%"
"12/15/2014","146.53","146.88","147.19","146.19","2.64K","-0.06%"
"12/12/2014","146.62","145.84","147.00","145.84","2.17K","0.75%"
"12/11/2014","145.53","145.41","145.91","144.81","2.79K","0.10%"
"12/10/2014","145.38","144.66","145.62","144.50","2.23K","0.55%"
"12/09/2014","144.59","143.88","145.12","143.81","4.80K","0.41%"
"12/08/2014","144.00","142.81","144.19","142.41","12.47K","0.72%"
"12/05/2014","142.97","143.56","143.66","142.31","13.36K","-0.22%"
"12/04/2014","143.28","142.81","143.69","142.56","8.04K","0.39%"
"12/03/2014","142.72","142.41","142.84","142.28","15.12K","0.13%"
"12/02/2014","142.53","143.25","143.44","142.34","45.00K","-0.70%"
"12/01/2014","143.53","144.28","144.72","143.09","74.92K","-0.37%"
"11/28/2014","144.06","143.31","144.28","143.25","52.88K","1.19%"
"11/27/2014","142.36","141.86","142.45","141.80","","-0.75%"
"11/26/2014","143.44","142.94","143.50","142.91","440.67K","0.33%"
"11/25/2014","142.97","142.12","143.03","142.00","884.42K","0.64%"
"11/24/2014","142.06","142.00","142.22","141.59","437.03K","0.04%"
"11/21/2014","142.00","141.53","142.09","141.38","321.37K","0.31%"
"11/20/2014","141.56","141.09","142.09","141.06","380.09K","0.24%"
"11/19/2014","141.22","141.75","141.84","141.00","352.80K","-0.33%"
"11/18/2014","141.69","141.34","141.91","141.31","211.56K","0.22%"
"11/17/2014","141.38","141.62","142.28","141.16","266.08K","-0.22%"
"11/14/2014","141.69","141.34","141.78","140.84","270.10K","0.31%"
"11/13/2014","141.25","140.81","141.47","140.69","335.10K","0.09%"
"11/12/2014","141.12","140.94","141.75","140.75","271.25K","0.28%"
"11/11/2014","140.72","140.88","141.06","140.53","40.84K","-0.18%"
"11/10/2014","140.97","141.91","142.25","140.88","209.48K","-0.49%"
"11/07/2014","141.66","140.50","141.97","140.25","434.00K","0.71%"
"11/06/2014","140.66","141.16","141.44","140.41","292.94K","-0.30%"
"11/05/2014","141.09","141.28","141.50","140.75","250.61K","-0.11%"
"11/04/2014","141.25","141.09","141.88","141.03","324.92K","0.13%"
"11/03/2014","141.06","141.19","141.62","140.44","325.86K","-0.02%"
"10/31/2014","141.09","141.47","141.59","140.62","399.71K","-0.33%"
"10/30/2014","141.56","141.47","142.12","141.25","356.56K","0.13%"
"10/29/2014","141.38","141.44","141.66","140.50","316.68K","-0.11%"
"10/28/2014","141.53","141.91","142.16","141.25","333.63K","-0.31%"
"10/27/2014","141.97","141.75","142.28","141.41","210.57K","0.18%"
"10/24/2014","141.72","141.75","142.53","141.62","354.71K","0.00%"
"10/23/2014","141.72","142.56","142.88","141.22","372.07K","-0.48%"
"10/22/2014","142.41","142.59","143.25","142.09","369.48K","-0.20%"
"10/21/2014","142.69","143.00","143.78","142.38","352.42K","-0.28%"
"10/20/2014","143.09","142.78","143.50","142.44","326.40K","0.13%"
"10/17/2014","142.91","143.44","143.91","142.28","498.70K","-0.35%"
"10/16/2014","143.41","143.75","146.22","143.06","860.84K","-0.67%"
"10/15/2014","144.38","142.81","148.00","142.41","1.19M","1.18%"
"10/14/2014","142.69","142.25","143.19","141.81","526.62K","0.46%"
"10/13/2014","142.03","141.69","142.53","141.56","106.92K","0.53%"
"10/10/2014","141.28","141.00","141.69","140.62","386.51K","0.33%"
"10/09/2014","140.81","140.72","141.44","140.53","595.86K","0.11%"
"10/08/2014","140.66","140.69","140.94","140.06","574.27K","0.05%"
"10/07/2014","140.59","139.44","140.78","139.31","423.30K","0.87%"
"10/06/2014","139.38","139.28","139.78","139.03","294.48K","0.11%"
"10/03/2014","139.22","139.09","139.41","138.34","517.91K","0.16%"
"10/02/2014","139.00","139.84","140.03","138.97","470.37K","-0.44%"
"10/01/2014","139.62","138.19","139.97","137.84","520.53K","1.24%"
"09/30/2014","137.91","138.47","138.53","137.81","335.92K","-0.29%"
"09/29/2014","138.31","137.78","138.59","137.56","288.25K","0.50%"
"09/26/2014","137.62","137.88","138.22","137.16","431.33K","-0.14%"
"09/25/2014","137.81","136.91","138.00","136.81","368.26K","0.71%"
"09/24/2014","136.84","137.44","137.56","136.81","267.17K","-0.41%"
"09/23/2014","137.41","136.75","137.56","136.69","267.29K","0.48%"
"09/22/2014","136.75","136.75","137.19","136.62","298.29K","-0.84%"
"09/19/2014","137.91","137.12","137.91","136.88","0.73K","0.55%"
"09/18/2014","137.16","137.16","137.66","136.97","4.88K","-0.16%"
"09/17/2014","137.38","137.44","138.12","137.06","3.08K","-0.07%"
"09/16/2014","137.47","137.47","138.16","137.38","9.49K","-0.07%"
"09/15/2014","137.56","137.47","137.91","137.25","5.25K","0.20%"
"09/12/2014","137.28","138.41","138.50","137.25","9.36K","-1.04%"
"09/11/2014","138.72","138.72","139.12","138.31","7.95K","0.07%"
"09/10/2014","138.62","139.28","139.34","138.53","3.04K","-0.39%"
"09/09/2014","139.16","139.38","139.44","138.91","11.39K","-0.18%"
"09/08/2014","139.41","139.47","140.12","139.19","5.30K","0.02%"
"09/05/2014","139.38","139.69","140.53","139.28","10.22K","-0.17%"
"09/04/2014","139.62","140.47","140.75","139.53","41.92K","-0.54%"
"09/03/2014","140.38","140.12","140.62","139.44","36.89K","0.19%"
"09/02/2014","140.12","141.53","141.56","140.03","77.42K","0.19%"
"09/01/2014","139.86","140.07","140.10","139.68","","-1.18%"
"08/29/2014","141.53","141.69","141.91","141.38","86.77K","-0.13%"
"08/28/2014","141.72","141.28","141.94","141.22","613.61K","0.40%"
"08/27/2014","141.16","140.41","141.31","140.38","687.64K","0.45%"
"08/26/2014","140.53","140.78","141.06","140.38","496.69K","-0.14%"
"08/25/2014","140.72","140.34","140.94","140.34","351.00K","0.20%"
"08/22/2014","140.44","140.09","140.56","139.66","386.88K","0.27%"
"08/21/2014","140.06","139.69","140.28","139.38","323.66K","0.26%"
"08/20/2014","139.69","139.88","140.06","139.34","293.73K","-0.06%"
"08/19/2014","139.78","140.06","140.72","139.75","293.18K","-0.27%"
"08/18/2014","140.16","140.97","141.03","140.00","250.95K","-0.62%"
"08/15/2014","141.03","140.03","141.66","139.91","512.94K","0.69%"
"08/14/2014","140.06","139.38","140.12","139.22","431.61K","0.42%"
"08/13/2014","139.47","138.84","139.56","138.50","354.58K","0.36%"
"08/12/2014","138.97","139.25","139.50","138.81","302.06K","-0.32%"
"08/11/2014","139.41","139.28","139.59","139.09","247.26K","0.00%"
"08/08/2014","139.41","139.38","140.34","139.19","472.69K","0.11%"
"08/07/2014","139.25","138.56","139.50","138.38","363.73K","0.54%"
"08/06/2014","138.50","138.25","139.25","138.19","355.55K","0.09%"
"08/05/2014","138.38","138.22","138.50","137.56","355.82K","0.21%"
"08/04/2014","138.09","138.06","138.50","137.88","221.93K","0.11%"
"08/01/2014","137.94","137.31","138.41","136.78","611.94K","0.39%"
"07/31/2014","137.41","137.44","137.75","136.44","553.60K","-0.07%"
"07/30/2014","137.50","138.94","139.06","137.38","501.55K","-1.04%"
"07/29/2014","138.94","138.44","139.09","138.28","309.94K","0.48%"
"07/28/2014","138.28","138.69","138.78","138.22","257.42K","-0.27%"
"07/25/2014","138.66","137.97","138.75","137.78","268.05K","0.57%"
"07/24/2014","137.88","138.47","138.62","137.66","300.87K","-0.49%"
"07/23/2014","138.56","138.56","138.84","138.38","181.57K","0.00%"
"07/22/2014","138.56","138.47","138.66","137.97","304.03K","0.09%"
"07/21/2014","138.44","138.09","138.84","138.03","234.81K","0.28%"
"07/18/2014","138.06","138.44","138.72","137.72","275.06K","-0.04%"
"07/17/2014","138.12","137.31","138.66","137.25","412.56K","0.70%"
"07/16/2014","137.16","136.94","137.34","136.62","216.56K","0.16%"
"07/15/2014","136.94","136.88","137.34","136.53","391.80K","0.02%"
"07/14/2014","136.91","137.44","137.50","136.84","161.08K","-0.34%"
"07/11/2014","137.38","137.03","137.59","136.94","203.91K","0.21%"
"07/10/2014","137.09","136.75","137.72","136.66","420.13K","0.09%"
"07/09/2014","136.97","136.69","137.00","136.28","335.24K","0.28%"
"07/08/2014","136.59","135.75","136.78","135.62","273.51K","0.66%"
"07/07/2014","135.69","135.19","135.88","134.91","207.67K","0.38%"
"07/04/2014","135.18","135.11","135.20","135.01","","0.13%"
"07/03/2014","135.00","135.31","135.50","134.34","336.68K","-0.18%"
"07/02/2014","135.25","136.34","136.62","135.19","345.62K","-0.80%"
"07/01/2014","136.34","136.91","137.12","136.22","219.27K","-0.62%"
"06/30/2014","137.19","136.91","137.22","136.66","256.78K","0.20%"
"06/27/2014","136.91","136.94","137.38","136.78","233.66K","-0.18%"
"06/26/2014","137.16","136.47","137.28","136.41","306.42K","0.48%"
"06/25/2014","136.50","136.09","136.94","136.00","295.34K","0.35%"
"06/24/2014","136.03","135.28","136.22","135.25","320.82K","0.48%"
"06/23/2014","135.38","135.59","136.00","135.25","209.26K","0.03%"
"06/20/2014","135.34","135.19","135.62","134.62","311.85K","-0.76%"
"06/19/2014","136.38","136.78","137.03","136.38","3.01K","-0.07%"
"06/18/2014","136.47","135.94","136.97","135.81","4.62K","0.41%"
"06/17/2014","135.91","136.72","136.94","135.91","4.62K","-0.64%"
"06/16/2014","136.78","136.56","137.09","136.50","4.06K","0.14%"
"06/13/2014","136.59","136.50","136.94","136.00","4.24K","-0.05%"
"06/12/2014","136.66","135.78","136.78","135.59","6.63K","0.65%"
"06/11/2014","135.78","135.69","136.19","135.50","10.12K","-0.04%"
"06/10/2014","135.84","136.31","136.50","135.62","3.88K","-0.21%"
"06/09/2014","136.12","136.34","136.34","135.91","8.99K","-0.12%"
"06/06/2014","136.28","136.31","137.16","136.09","13.77K","0.00%"
"06/05/2014","136.28","136.16","136.50","135.41","14.48K","0.18%"
"06/04/2014","136.03","136.22","136.56","135.88","24.72K","-0.14%"
"06/03/2014","136.22","137.25","137.38","136.12","39.52K","-0.71%"
"06/02/2014","137.19","138.00","138.06","137.00","54.22K","-0.77%"
"05/30/2014","138.25","138.12","138.44","137.81","123.48K","-0.14%"
"05/29/2014","138.44","138.56","139.09","138.00","526.16K","-0.16%"
"05/28/2014","138.66","137.38","138.72","137.31","779.37K","0.93%"
"05/27/2014","137.38","136.97","137.47","136.66","592.41K","0.93%"
"05/26/2014","136.11","136.19","136.30","136.01","","-0.61%"
"05/23/2014","136.94","136.50","137.19","136.47","205.21K","0.32%"
"05/22/2014","136.50","136.75","136.84","136.19","307.62K","-0.14%"
"05/21/2014","136.69","137.19","137.38","136.31","336.69K","-0.41%"
"05/20/2014","137.25","136.84","137.53","136.72","368.71K","0.20%"
"05/19/2014","136.97","137.38","137.78","136.81","283.19K","-0.34%"
"05/16/2014","137.44","137.78","137.84","137.34","305.66K","-0.11%"
"05/15/2014","137.59","136.97","138.12","136.72","534.84K","0.41%"
"05/14/2014","137.03","135.94","137.28","135.88","382.84K","0.85%"
"05/13/2014","135.88","135.28","136.09","135.25","274.12K","0.40%"
"05/12/2014","135.34","135.75","135.78","135.16","205.98K","-0.30%"
"05/09/2014","135.75","135.94","136.44","135.53","338.40K","-0.32%"
"05/08/2014","136.19","136.03","136.69","135.72","476.28K","0.14%"
"05/07/2014","136.00","136.03","136.34","135.69","400.48K","-0.04%"
"05/06/2014","136.06","135.75","136.25","135.53","283.60K","0.25%"
"05/05/2014","135.72","136.12","136.50","135.66","215.81K","-0.35%"
"05/02/2014","136.19","135.56","136.50","134.50","586.20K","0.37%"
"05/01/2014","135.69","134.88","135.88","134.69","272.76K","0.56%"
"04/30/2014","134.94","134.41","135.00","133.94","423.72K","0.42%"
"04/29/2014","134.38","134.34","134.47","133.78","291.11K","-0.25%"
"04/28/2014","134.72","134.88","134.94","134.19","291.97K","-0.16%"
"04/25/2014","134.94","134.66","135.28","134.56","271.40K","0.30%"
"04/24/2014","134.53","134.31","134.69","133.75","312.62K","0.04%"
"04/23/2014","134.47","134.09","134.56","133.94","243.59K","0.40%"
"04/22/2014","133.94","133.84","134.19","133.44","243.02K","0.16%"
"04/21/2014","133.72","133.88","134.34","133.62","126.22K","-0.14%"
"04/17/2014","133.91","134.97","135.12","133.59","","-0.72%"
"04/16/2014","134.88","134.81","135.00","134.25","298.59K","0.05%"
"04/15/2014","134.81","134.44","135.31","134.25","361.22K","0.23%"
"04/14/2014","134.50","134.78","135.06","134.28","219.86K","-0.21%"
"04/11/2014","134.78","134.12","134.88","134.09","322.08K","0.25%"
"04/10/2014","134.44","133.28","134.59","133.12","440.76K","0.75%"
"04/09/2014","133.44","133.62","133.69","133.16","290.08K","-0.16%"
"04/08/2014","133.66","133.41","133.78","133.12","264.57K","0.16%"
"04/07/2014","133.44","133.00","133.72","132.84","287.24K","0.35%"
"04/04/2014","132.97","132.12","133.09","131.66","437.81K","0.57%"
"04/03/2014","132.22","131.94","132.38","131.84","222.68K","0.19%"
"04/02/2014","131.97","132.62","132.62","131.81","301.10K","-0.49%"
"04/01/2014","132.62","133.25","133.28","132.47","271.83K","-0.45%"
"03/31/2014","133.22","133.41","133.47","132.50","355.95K","-0.23%"
"03/28/2014","133.53","133.94","134.25","133.16","271.53K","-0.51%"
"03/27/2014","134.22","133.66","134.50","133.50","440.33K","0.47%"
"03/26/2014","133.59","132.88","133.81","132.66","298.38K","0.40%"
"03/25/2014","133.06","133.22","133.31","132.66","281.36K","-0.02%"
"03/24/2014","133.09","132.66","133.34","132.34","324.70K","0.32%"
"03/21/2014","132.66","132.09","132.81","132.00","244.71K","-0.67%"
"03/20/2014","133.56","133.75","134.12","133.31","1.16K","0.04%"
"03/19/2014","133.50","134.66","134.78","133.38","9.50K","-0.74%"
"03/18/2014","134.50","134.38","134.78","134.22","4.22K","0.14%"
"03/17/2014","134.31","135.06","135.09","134.31","1.19K","-0.51%"
"03/14/2014","135.00","135.03","135.50","134.81","1.74K","0.12%"
"03/13/2014","134.84","133.62","135.00","133.34","2.55K","0.86%"
"03/12/2014","133.69","132.97","133.91","132.91","1.92K","0.52%"
"03/11/2014","133.00","132.78","133.06","132.53","4.20K","0.21%"
"03/10/2014","132.72","132.75","132.97","132.47","5.87K","0.02%"
"03/07/2014","132.69","133.25","133.66","132.09","10.02K","-0.44%"
"03/06/2014","133.28","133.84","133.91","133.19","22.08K","-0.47%"
"03/05/2014","133.91","133.84","134.19","133.66","17.66K","-0.02%"
"03/04/2014","133.94","135.22","135.25","133.75","32.46K","-0.92%"
"03/03/2014","135.19","135.00","135.53","134.88","60.13K","0.45%"
"02/28/2014","134.59","134.69","134.84","133.84","117.69K","-0.05%"
"02/27/2014","134.66","134.28","134.75","134.06","495.38K","0.43%"
"02/26/2014","134.09","133.59","134.28","133.41","776.70K","0.35%"
"02/25/2014","133.62","133.00","133.72","132.94","444.78K","0.59%"
"02/24/2014","132.84","133.12","133.31","132.66","401.48K","-0.19%"
"02/21/2014","133.09","132.78","133.19","132.41","254.95K","0.28%"
"02/20/2014","132.72","132.84","133.47","132.38","311.53K","-0.19%"
"02/19/2014","132.97","133.34","133.91","132.81","261.86K","-0.26%"
"02/18/2014","133.31","132.97","133.62","132.66","225.42K","0.32%"
"02/17/2014","132.89","132.95","133.11","132.80","","-0.02%"
"02/14/2014","132.91","133.09","133.44","132.69","191.34K","-0.07%"
"02/13/2014","133.00","132.31","133.22","132.25","278.76K","0.57%"
"02/12/2014","132.25","132.78","132.91","132.00","258.99K","-0.44%"
"02/11/2014","132.84","133.34","133.44","132.47","275.58K","-0.33%"
"02/10/2014","133.28","133.09","133.44","132.94","180.66K","-0.02%"
"02/07/2014","133.31","133.09","134.06","132.38","378.60K","0.21%"
"02/06/2014","133.03","133.44","133.59","132.88","308.61K","-0.28%"
"02/05/2014","133.41","134.06","134.50","133.31","380.58K","-0.56%"
"02/04/2014","134.16","134.91","135.06","134.00","314.86K","-0.56%"
"02/03/2014","134.91","133.75","135.09","133.44","393.86K","0.99%"
"01/31/2014","133.59","133.19","133.97","133.06","355.28K","0.23%"
"01/30/2014","133.28","133.53","133.59","132.78","296.19K","-0.16%"
"01/29/2014","133.50","132.31","133.75","132.03","474.25K","0.66%"
"01/28/2014","132.62","132.62","132.69","132.09","319.09K","0.21%"
"01/27/2014","132.34","133.03","133.25","132.28","329.28K","-0.38%"
"01/24/2014","132.84","132.28","133.16","132.16","425.88K","0.40%"
"01/23/2014","132.31","131.00","132.62","130.94","357.10K","0.95%"
"01/22/2014","131.06","131.31","131.47","130.97","204.52K","-0.27%"
"01/21/2014","131.41","131.41","131.62","130.84","186.79K","0.02%"
"01/20/2014","131.39","131.51","131.64","131.26","","0.06%"
"01/17/2014","131.31","131.09","131.50","130.81","204.07K","0.17%"
"01/16/2014","131.09","130.31","131.22","130.22","223.92K","0.43%"
"01/15/2014","130.53","130.62","130.78","130.09","248.54K","-0.10%"
